synonyms,polypeptide_id
"1.14.13.15,5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase,CYP27,Cytochrome P-450C27/25,Cytochrome P450 27,Sterol 27-hydroxylase,Vitamin D(3) 25-hydroxylase",Q02318
"6.3.1.2,GLNS,Glutamate decarboxylase,Glutamate--ammonia ligase,GS",P15104
"1.14.14.1,CYPIIC18,Cytochrome P450-6b/29c",P33260
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"20-HETE synthase,20-hydroxyeicosatetraenoic acid synthase,CYP4A2,CYP4AII,CYPIVA11,Cytochrome P-450HK-omega,Cytochrome P450HL-omega,Fatty acid omega-hydroxylase,Lauric acid omega-hydroxylase,Long-chain fatty acid omega-monooxygenase",Q02928
"CPLA2,Phospholipase A2 group IVA,PLA2G4",P47712
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.11.2.2,MPO",P05164
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"3.4.21.26,PE,PEP,Post-proline cleaving enzyme",P48147
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"2.5.1.17,Cob(I)alamin adenosyltransferase,Methylmalonic aciduria type B protein",Q96EY8
"5.4.99.2,MCM,Methylmalonyl-CoA isomerase",P22033
"2.1.1.13,5-methyltetrahydrofolate--homocysteine methyltransferase,MS,Vitamin-B12 dependent methionine synthase",Q99707
"Adenosylcobinamide kinase,Adenosylcobinamide-phosphate guanylyltransferase",Q05599
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"2.5.1.16,Putrescine aminopropyltransferase,SPDSY,SPS1,SRML1",P19623
"1.14.14.1,CYPIB1",Q16678
"2.7.8.1,hCEPT1",Q9Y6K0
"CHETK,CHKL,Choline kinase beta,Choline kinase-like protein,choline/ethanolamine kinase beta,CK,CKB,CKEKB,EK,EKB,Ethanolamine kinase,Ethanolamine kinase beta",Q9Y259
"2.3.1.6,CHOACTase",P28329
"2.7.1.32,CHETK-alpha,CHK,CK,CKI,EK,Ethanolamine kinase",P35790
"1.1.99.1,CDH",Q8NE62
XDHA,P47989
"2.3.1.57,Polyamine N-acetyltransferase 1,Putrescine acetyltransferase,SAT,Spermidine/spermine N(1)-acetyltransferase 1,SSAT,SSAT-1",P21673
"2.3.1.57,Polyamine N-acetyltransferase 2,Spermidine/spermine N(1)-acetyltransferase 2,SSAT2,Thialysine N-epsilon-acetyltransferase",Q96F10
"2.3.2.13,Coagulation factor XIIIa,F13A,Protein-glutamine gamma-glutamyltransferase A chain,Transglutaminase A chain",P00488
"3.5.1.2,GLS,GLS1,K-glutaminase,KIAA0838,L-glutamine amidohydrolase",O94925
"3.5.1.2,GA,GLS,L-glutaminase,L-glutamine amidohydrolase",Q9UI32
"2.3.2.13,TG(C),TGase C,TGase H,TGase-2,TGC,Tissue transglutaminase,Transglutaminase C,Transglutaminase H,Transglutaminase-2",P21980
"2.3.2.13,TG(X),TGase X,TGase-5,TGMX,TGX,Transglutaminase X,Transglutaminase-5",O43548
"2.3.2.13,TG6,TGase Y,TGase-3-like,TGase-6,TGM3L,TGY,Transglutaminase Y,Transglutaminase-3-like,Transglutaminase-6",O95932
"2.3.2.13,Epidermal TGase,KTG,TG(K),TGase K,TGase-1,TGK,Transglutaminase K,Transglutaminase-1",P22735
"2.3.2.13,Fibrinoligase,Prostate transglutaminase,Prostate-specific transglutaminase,TG(P),TGase P,TGase-4,TGP,Transglutaminase P,Transglutaminase-4",P49221
"2.3.2.13,TG(E),TGase E,TGase-3,TGE,Transglutaminase E,Transglutaminase-3",Q08188
"TG(Z),TGase Z,TGase-7,TGZ,Transglutaminase Z,Transglutaminase-7",Q96PF1
"6.3.5.2,Glutamine amidotransferase,GMP synthetase",P49915
"6.3.5.4,Cell cycle control protein TS11,Glutamine-dependent asparagine synthetase,TS11",P08243
"2.6.1.7,Cysteine-S-conjugate beta-lyase,Glutamine transaminase K,Glutamine--phenylpyruvate transaminase,GTK,KATI,Kynurenine aminotransferase I,Kynurenine--oxoglutarate transaminase I",Q16773
"6.3.5.3,FGAM synthase,FGAR amidotransferase,FGAR-AT,Formylglycinamide ribonucleotide amidotransferase,Formylglycinamide ribotide amidotransferase,KIAA0361",O15067
"6.3.5.-,Cytochrome c oxidase assembly factor PET112 homolog,Glu-AdT subunit B,PET112,PET112L",O75879
"2.6.1.16,D-fructose-6-phosphate amidotransferase 2,GFAT 2,GFAT2,Glutamine:fructose-6-phosphate amidotransferase 2,Hexosephosphate aminotransferase 2",O94808
6.3.5.5,P27708
"6.1.1.18,GlnRS,Glutaminyl-tRNA synthetase",P47897
"6.3.5.1,NAD(+) synthase [glutamine-hydrolyzing],NAD(+) synthetase",Q6IA69
"3.5.4.6,AMP deaminase isoform M,Myoadenylate deaminase",P23109
"2.4.2.7,APRT",P07741
"6.3.1.2,GLNS,Glutamate decarboxylase,Glutamate--ammonia ligase,GS",P15104
1.5.1.20,P42898
"2.5.1.6,AdoMet synthase 2,AMS2,MAT 2,MAT-II,MATA2,Methionine adenosyltransferase 2,Methionine adenosyltransferase II",P31153
"1.8.4.-,CBS-1,MSRB,MsrB2",Q9Y3D2
"2.5.1.6,AdoMet synthase 1,AMS1,MAT 1,MAT-I/III,MATA1,Methionine adenosyltransferase 1,Methionine adenosyltransferase I/III",Q00266
"1.8.4.-,MsrB1,Selenoprotein X,SelX,SEPX1",Q9NZV6
"1.8.4.11,Peptide Met(O) reductase,Peptide-methionine (S)-S-oxide reductase,PMSR,Protein-methionine-S-oxide reductase",Q9UJ68
"6.1.1.10,Methionyl-tRNA synthetase,MetRS",P56192
"6.1.1.10,Methionyl-tRNA synthetase 2,Mitochondrial methionyl-tRNA synthetase,MtMetRS",Q96GW9
"MAT II beta,Methionine adenosyltransferase II beta,Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase,TGR",Q9NZL9
"1.14.13.126,24-OHase,CYP24,Cytochrome P450 24A1,Cytochrome P450-CC24",Q07973
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
1.5.1.20,P42898
"2.5.1.18,GST class-alpha member 2,GST HA subunit 2,GST-gamma,GST2,GSTA2-2,GTH2",P09210
"2.5.1.18,GST class-alpha member 1,GST HA subunit 1,GST-epsilon,GSTA1-1,GTH1",P08263
"1.14.13.13,25-hydroxyvitamin D(3) 1-alpha-hydroxylase,25-OHD-1 alpha-hydroxylase,Calcidiol 1-monooxygenase,CYP1ALPHA,CYP27B,Cytochrome p450 27B1,Cytochrome P450 subfamily XXVIIB polypeptide 1,Cytochrome P450C1 alpha,Cytochrome P450VD1-alpha,VD3 1A hydroxylase",O15528
"1.14.13.126,24-OHase,CYP24,Cytochrome P450 24A1,Cytochrome P450-CC24",Q07973
"1.13.11.11,TDO,TO,TRPO,Tryptamin 2,3-dioxygenase,Tryptophan oxygenase,Tryptophan pyrrolase,Tryptophanase",P48775
"4.1.1.28,AADC,DDC,DOPA decarboxylase",P20711
"6.1.1.2,TrpRS,Tryptophanyl-tRNA synthetase",P00953
"(Mt)TrpRS,6.1.1.2,TrpRS,Tryptophanyl-tRNA synthetase",Q9UGM6
"1.14.16.4,TPH,TPRH,TRPH,Tryptophan 5-monooxygenase 1",P17752
"1.14.16.4,Neuronal tryptophan hydroxylase,NTPH,Tryptophan 5-monooxygenase 2",Q8IWU9
"6.1.1.2,hWRS,IFI53,IFP53,Interferon-induced protein 53,TrpRS,Tryptophanyl-tRNA synthetase,WRS",P23381
"1.13.11.52,IDO,IDO-1,INDO,Indoleamine-pyrrole 2,3-dioxygenase",P14902
"1.14.14.1,CYPIVB1,Cytochrome P450-HP",P13584
"1.14.13.126,24-OHase,CYP24,Cytochrome P450 24A1,Cytochrome P450-CC24",Q07973
"1.14.13.13,25-hydroxyvitamin D(3) 1-alpha-hydroxylase,25-OHD-1 alpha-hydroxylase,Calcidiol 1-monooxygenase,CYP1ALPHA,CYP27B,Cytochrome p450 27B1,Cytochrome P450 subfamily XXVIIB polypeptide 1,Cytochrome P450C1 alpha,Cytochrome P450VD1-alpha,VD3 1A hydroxylase",O15528
"1.14.13.15,5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase,CYP27,Cytochrome P-450C27/25,Cytochrome P450 27,Sterol 27-hydroxylase,Vitamin D(3) 25-hydroxylase",Q02318
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.13.159,Cytochrome P450 2R1",Q6VVX0
XDHA,P47989
"1.2.3.1,Aldehyde oxidase 1,AO,Azaheterocycle hydroxylase",Q06278
1.1.1.1,P28332
"1.1.1.2,Aldehyde reductase,Aldo-keto reductase family 1 member A1,ALDR1,ALR",P14550
"1.1.1.1,ADH1,Alcohol dehydrogenase subunit alpha",P07327
"1.1.1.1,ADH2,Alcohol dehydrogenase subunit beta",P00325
"1.1.1.1,Alcohol dehydrogenase class II pi chain",P08319
"1.1.1.1,ADHX,Alcohol dehydrogenase 5,Alcohol dehydrogenase class chi chain,Alcohol dehydrogenase class-III,FALDH,FDH,Glutathione-dependent formaldehyde dehydrogenase,GSH-FDH,S-(hydroxymethyl)glutathione dehydrogenase",P11766
"1.1.1.1,Alcohol dehydrogenase class IV mu/sigma chain,Gastric alcohol dehydrogenase,Retinol dehydrogenase",P40394
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"3.4.19.9,Conjugase,Gamma-Glu-X carboxypeptidase,GH",Q92820
1.5.1.20,P42898
"6.1.1.9,G7A,Protein G7a,ValRS,Valyl-tRNA synthetase,VARS2",P26640
"6.4.1.3,PCCase subunit beta,Propanoyl-CoA:carbon dioxide ligase subunit beta",P05166
"2.6.1.42,BCAT(c),BCT1,ECA39,Protein ECA39",P54687
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.14.-.-,CYP26,Cytochrome P450 retinoic acid-inactivating 1,Cytochrome P450RAI,hP450RAI,P450RAI1,Retinoic acid 4-hydroxylase,Retinoic acid-metabolizing cytochrome",O43174
"2.5.1.18,GST class-alpha member 2,GST HA subunit 2,GST-gamma,GST2,GSTA2-2,GTH2",P09210
"2.5.1.18,FAEES3,GST class-pi,GST3,GSTP1-1",P09211
"2.5.1.18,Glutathione S-transferase omega 1-1,Glutathione-dependent dehydroascorbate reductase,GSTO 1-1,GSTO-1,GSTTLP28,MMA(V) reductase,Monomethylarsonic acid reductase,S-(Phenacyl)glutathione reductase,SPG-R",P78417
"2.5.1.18,GST class-mu 3,GST5,GSTM3-3,hGSTM3-3",P21266
"6.3.2.2,Gamma-ECS,Gamma-glutamylcysteine synthetase,GCS heavy chain,GLCL,GLCLC",P48506
"1.6.5.2,Azoreductase,DIA4,DT-diaphorase,DTD,Menadione reductase,NAD(P)H:quinone oxidoreductase 1,NMOR1,Phylloquinone reductase,QR1,Quinone reductase 1",P15559
"1.14.14.18,HO,HO-1,HO1",P09601
"1.15.1.1,hSod1,Superoxide dismutase 1",P00441
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.6.2.4,CPR,CYPOR",P16435
"1.14.13.159,Cytochrome P450 2R1",Q6VVX0
"1.14.13.15,5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase,CYP27,Cytochrome P-450C27/25,Cytochrome P450 27,Sterol 27-hydroxylase,Vitamin D(3) 25-hydroxylase",Q02318
"1.14.14.1,Arachidonic acid epoxygenase,CYPIIJ2",P51589
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.15.6,Cholesterol desmolase,CYP11A,CYPXIA1,Cytochrome P450 11A1,Cytochrome P450(scc)",P05108
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
XDHA,P47989
"1.2.3.1,Aldehyde oxidase 1,AO,Azaheterocycle hydroxylase",Q06278
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
1.5.1.20,P42898
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,Coumarin 7-hydroxylase,CYP2A3,CYPIIA6,Cytochrome P450 IIA3,Cytochrome P450(I)",P11509
"2.7.1.20,Adenosine 5'-phosphotransferase,AK",P55263
"1.5.5.2,p53-induced gene 6 protein,PIG6,POX2,Proline oxidase,Proline oxidase 2",O43272
"2.4.1.17,Bilirubin-specific UDPGT isozyme 1,GNT1,hUG-BR1,UDP-glucuronosyltransferase 1-A,UDP-glucuronosyltransferase 1A1,UDPGT 1-1,UGT-1A,UGT1,UGT1A",P22309
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,CYPIIIA5,Cytochrome P450 HLp2,Cytochrome P450-PCN3",P20815
"1.14.14.1,CYPIIIA7,Cytochrome P450-HFLA",P24462
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"1.14.14.1,Arachidonic acid epoxygenase,CYPIIJ2",P51589
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,Coumarin 7-hydroxylase,CYP2A3,CYPIIA6,Cytochrome P450 IIA3,Cytochrome P450(I)",P11509
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,Coumarin 7-hydroxylase,CYP2A3,CYPIIA6,Cytochrome P450 IIA3,Cytochrome P450(I)",P11509
"1.14.13.-,4-nitrophenol 2-hydroxylase,CYP2E,CYPIIE1,Cytochrome P450-J",P05181
"1.14.14.1,CYPIIA13",Q16696
"1,4-cineole 2-exo-monooxygenase,1.14.13.-,CYPIIB6,Cytochrome P450 IIB1",P20813
"1.14.14.1,CYPIA1,Cytochrome P450 form 6,Cytochrome P450-C,Cytochrome P450-P1",P04798
"1.14.14.1,Cholesterol 25-hydroxylase,CYPIA2,Cytochrome P(3)450,Cytochrome P450 4,Cytochrome P450-P3",P05177
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,CYPIIC17,CYPIIC19,Cytochrome P450-11A,Cytochrome P450-254C,Mephenytoin 4-hydroxylase",P33261
"1.14.14.1,CYPIIC8,Cytochrome P450 form 1,Cytochrome P450 IIC2,Cytochrome P450 MP-12,Cytochrome P450 MP-20,S-mephenytoin 4-hydroxylase",P10632
"(R)-limonene 6-monooxygenase,(S)-limonene 6-monooxygenase,(S)-limonene 7-monooxygenase,1.14.13.-,Cholesterol 25-hydroxylase,CYP2C10,CYPIIC9,Cytochrome P-450MP,Cytochrome P450 MP-4,Cytochrome P450 MP-8,Cytochrome P450 PB-1,S-mephenytoin 4-hydroxylase",P11712
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"1.4.3.4,MAO-B,Monoamine oxidase type B",P27338
"1.14.14.1,Cholesterol 25-hydroxylase,CYP2DL1,CYPIID6,Cytochrome P450-DB1,Debrisoquine 4-hydroxylase",P10635
"1,8-cineole 2-exo-monooxygenase,1.14.13.-,Albendazole monooxygenase,Albendazole sulfoxidase,Cholesterol 25-hydroxylase,CYP3A3,CYPIIIA3,CYPIIIA4,Cytochrome P450 3A3,Cytochrome P450 HLp,Cytochrome P450 NF-25,Cytochrome P450-PCN1,Nifedipine oxidase,Quinine 3-monooxygenase,Taurochenodeoxycholate 6-alpha-hydroxylase",P08684
"1.14.13.8,Dimethylaniline oxidase 1,Fetal hepatic flavin-containing monooxygenase 1,FMO 1",Q01740
"2.4.1.17,HLUG4,UDP-glucuronosyltransferase 2B8,UDPGT 2B15,UDPGT 2B8,UDPGTh-3,UGT2B8",P54855
